code,name,series,element,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves,level
oql900,CEO,The Day I Became a God,fire,N/A,0,1433,N/A,N/A,0,N/A,false,false,N/A,N/A,57,41,47,234,"Spi, Sou",1
oql5ku,Rei,IVE,wind,N/A,97,826,N/A,N/A,0,N/A,false,false,N/A,N/A,60,49,48,270,"Mim, Ban",1
oql40s,Deva,Gwain Saga,wind,N/A,2,1532,N/A,N/A,0,N/A,false,false,N/A,N/A,60,43,53,240,"Nec, Cos",1
oqkn1f,Tsukuyo Amane,Magia Record,ice,N/A,1,988,N/A,N/A,0,N/A,false,false,N/A,N/A,58,64,52,265,"Ven, Bod",1
oqigt1,Alice Color,Sunday Without God,earth,N/A,5,643,N/A,N/A,0,N/A,false,false,N/A,N/A,67,48,50,237,"Tau, Mys",1
oqidze,Jin Kanzaki,Zetman,wind,N/A,6,1149,N/A,N/A,0,N/A,false,false,N/A,N/A,47,44,45,241,"Tri, Bod",1
oqh75u,Juliet Persia,Boarding School Juliet,ice,deck2,42,842,N/A,N/A,0,N/A,false,false,N/A,N/A,60,55,56,345,"Hol, Cos",1
oqh0pk,Nanase Tsukumo,"Love, Chunibyo & Other Delusions!",fire,N/A,0,899,N/A,N/A,0,N/A,false,false,N/A,N/A,52,60,41,239,"Bli, Dra",1
oqg0vp,Flora,Fire Emblem Fates,void,N/A,6,1966,N/A,N/A,0,N/A,false,false,N/A,N/A,40,53,60,244,"Pur, Tim",1
oqfyx8,Aiko Tanaka,Goodnight Punpun,light,N/A,45,407,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,56,300,"Bod, Har",1
oqfvs0,Frederick Evans,The Little Lady Behind The Scenes,wood,N/A,1,1611,N/A,N/A,0,N/A,false,false,N/A,N/A,95,49,54,236,"Spi, Hyp",1
oqfln0,Iori Suiseki,Paradox Live,wood,N/A,13,1533,N/A,N/A,0,N/A,false,false,N/A,N/A,46,43,50,233,"Sha, Eth",1
oqfio0,T.O.P,BigBang,earth,N/A,21,1520,N/A,N/A,0,N/A,false,false,N/A,N/A,60,42,56,255,"Sha, Vor",1
oqfh4a,Christina Morgan,Princess Connect! Re Dive,wind,N/A,3,1488,N/A,N/A,0,N/A,false,false,N/A,N/A,42,42,43,300,"Out, Sou",1
oqff3e,Yume,Soul Hackers 2,fire,N/A,0,599,N/A,N/A,0,N/A,false,false,N/A,N/A,46,45,49,279,"Hyp, Ato",1
oqe2ge,Seiko Shinohara,Corpse Party: Tortured Souls,ice,N/A,8,729,N/A,N/A,0,N/A,false,false,N/A,N/A,64,40,80,252,"Cos, Ban",1
oqe0l1,Rona Shenazard,Snow White with the Red Hair,ice,N/A,1,1900,N/A,N/A,0,N/A,false,false,N/A,N/A,49,40,45,286,"Ser, Ref",1
oqdz2z,Chevreuse,Genshin Impact,wind,genshin,37,1178,N/A,N/A,0,N/A,false,false,N/A,N/A,54,51,67,254,"Ban, Vis",1
oqdx6z,Command Model Laika,Epic Seven,ice,N/A,1,1585,N/A,N/A,0,N/A,false,false,N/A,N/A,46,59,59,249,"Vis, Eth",1
oqbm07,Jack Sparrow,Pirates of the Caribbean,fire,N/A,106,913,N/A,N/A,0,N/A,false,false,N/A,N/A,49,43,41,298,"Spi, Cos",1
oqbhwc,Popuko,Pop Team Epic,wood,N/A,16,1669,N/A,N/A,0,N/A,false,false,N/A,N/A,40,57,44,258,"Vor, Nec",1
oqbbp6,Chiyo Shimada,Girls und Panzer der Film,wind,N/A,0,925,N/A,N/A,0,N/A,false,false,N/A,N/A,42,46,41,254,"Vis, Tri",1
oqaiaf,Nahoshi Inami,ID: INVADED,light,N/A,1,1570,N/A,N/A,0,N/A,false,false,N/A,N/A,42,55,57,232,"Mys, For",1
oqag91,Chidori Yoshino,Persona 3,void,N/A,12,618,N/A,N/A,0,N/A,false,false,N/A,N/A,48,44,60,268,"Alm, Mys",1
o6v02t,Midori Mizuno,THE iDOLM@STER Cinderella Girls,wood,building,3,909,N/A,N/A,0,$7dc46,false,true,#2a03df,N/A,49,81,165,447,"Spi, Spi, Ven, Und, Ref, Bel, Har, Cos",73
o2j196,Keita Wakui,Devil Survivor 2 The Animation,wood,building,4,693,N/A,N/A,0,$arise,false,true,#2a03df,N/A,51,95,112,458,"Pur, Tim, Dra, Sou, Dru, Bod, Eth, Ser",65
oez0o3,Yanfei,Genshin Impact,wood,building,163,1823,N/A,N/A,0,$dca6d,false,true,#2a03df,N/A,75,95,108,447,"Wil, Out, Rot, Tim, Sou, Ban, Bli, Mim",64
oqadoe,Druj,The Great Jahy Will Not Be Defeated,wind,N/A,12,1258,N/A,N/A,0,N/A,false,false,N/A,N/A,55,47,51,250,"Spi, Bel",1
oqabk3,Dunya Musta'sim,Magi: The Labyrinth of Magic,fire,N/A,2,905,N/A,N/A,0,N/A,false,false,N/A,N/A,54,40,56,280,"Alm, Cos",1
oq9dyd,Anko Mitarashi,Naruto,ice,N/A,15,1752,N/A,N/A,0,N/A,false,false,N/A,N/A,41,50,60,267,"Mim, Tim",1
oq9ce6,Touko Aozaki,The Garden of Sinners,fire,N/A,9,539,N/A,N/A,0,N/A,false,false,N/A,N/A,44,59,51,248,"Ser, Und",1
oq8sqo,Judith,Reformation of the Deadbeat Noble,wood,N/A,4,762,N/A,N/A,0,N/A,false,false,N/A,N/A,76,58,40,262,"Rot, Tem",1
oq8pxy,Rin,Nagasarete Airantou,fire,N/A,0,1849,N/A,N/A,0,N/A,false,false,N/A,N/A,51,54,49,289,"Eth, Und",1
oq8ojq,Kiryu Kazuma,Yakuza,void,N/A,115,628,N/A,N/A,0,N/A,false,false,N/A,N/A,40,44,44,272,"Mys, Ban",1
oq6yfl,Adin,Epic Seven,earth,N/A,0,938,N/A,N/A,0,N/A,false,false,N/A,N/A,50,88,54,260,"Bod, Und",1
oq6lf4,Pearl,Splatoon,metal,N/A,40,683,N/A,N/A,0,N/A,false,false,N/A,N/A,52,45,40,265,"Vis, Eth",1
oq6jv1,Pennsylvania,Mist Train Girls,metal,N/A,0,1857,N/A,N/A,0,N/A,false,false,N/A,N/A,48,52,55,230,"Hel, Sha",1
oq6i2w,Skadi Dragenfelt,Monster Girl Doctor,earth,N/A,11,885,N/A,N/A,0,N/A,false,false,N/A,N/A,56,43,52,275,"Spi, Bli",1
oq6cdl,Naruto Smith,Rick and Morty,fire,N/A,8,1696,N/A,N/A,0,N/A,false,false,N/A,N/A,53,51,82,237,"Spi, Mys",1
oq60vz,Io,Granblue Fantasy,wood,N/A,2,274,N/A,N/A,0,N/A,false,false,N/A,N/A,54,52,43,234,"Out, Hyp",1
oq5z6h,Bloody Mary,Food Fantasy,wind,N/A,10,1678,N/A,N/A,0,N/A,false,false,N/A,N/A,52,62,56,248,"Dru, Dra",1
oq5x6g,Polina Livinskaya,Astra Lost in Space,void,N/A,0,1864,N/A,N/A,0,N/A,false,false,N/A,N/A,49,48,47,258,"Bel, Hol",1
oq56u6,Shu Ogata,Engage Kiss,wood,N/A,4,609,N/A,N/A,0,N/A,false,false,N/A,N/A,73,44,46,248,"Tem, Spi",1
oq5290,Jae-ha,Yona of the Dawn,earth,N/A,32,1840,N/A,N/A,0,N/A,false,false,N/A,N/A,41,50,48,251,"Rot, Tim",1
oq3px4,Baboon,DARLING in the FRANXX,void,N/A,2,678,N/A,N/A,0,N/A,false,false,N/A,N/A,49,59,46,254,"Rol, Sha",1
oq3jrc,Hubert,Palette Parade,ice,N/A,0,868,N/A,N/A,0,N/A,false,false,N/A,N/A,59,40,48,246,"Ato, Roc",1
oq3gzl,Pamela,Cross Ange: Rondo of Angel and Dragon,void,N/A,1,836,N/A,N/A,0,N/A,false,false,N/A,N/A,47,45,49,257,"Roc, Har",1
oq3dpm,Mecha Eli-chan MkII,Fate/Grand Order,wood,N/A,0,1777,N/A,N/A,0,N/A,false,false,N/A,N/A,55,45,52,255,"Ato, Dra",1
ops29g,Dekis Solon,Your Throne,ice,N/A,8,1679,N/A,N/A,0,N/A,false,false,N/A,N/A,49,41,76,261,"Rol, Spi",1
oprttm,Liang,Nanbaka,fire,N/A,2,1610,N/A,N/A,0,N/A,false,false,N/A,N/A,58,52,57,253,"Out, Alm",1
oprrgt,Camio,Devils and Realist,earth,N/A,22,786,N/A,N/A,0,N/A,false,false,N/A,N/A,79,76,41,247,"Cos, Pur",1
opobkk,Pico,Friday Night Funkin',ice,N/A,29,765,N/A,N/A,0,N/A,false,false,N/A,N/A,43,65,50,273,"Pur, Mys",1
opo8l8,Yoshi,"Don't Toy with Me, Miss Nagatoro",void,N/A,4,1874,N/A,N/A,0,N/A,false,false,N/A,N/A,42,47,53,236,"Ven, Und",1
opo668,Hideko,Love Live! School Idol Project,earth,N/A,2,824,N/A,N/A,0,N/A,false,false,N/A,N/A,42,48,42,278,"Hol, Vis",1
opo3o5,Mao Aikawa,Dragon Crisis!,void,N/A,0,1524,N/A,N/A,0,N/A,false,false,N/A,N/A,50,83,70,323,"Tem, Bli",1
opntgm,Wamuu,JoJo's Bizarre Adventure: Battle Tendency,fire,N/A,17,666,N/A,N/A,0,N/A,false,false,N/A,N/A,53,40,45,252,"Hel, Spi",1
opnrhy,McQueen,Path to Nowhere,light,N/A,2,881,N/A,N/A,0,N/A,false,false,N/A,N/A,45,55,50,244,"Vor, Alm",1
opnopf,Hakkoh,Canaan,ice,N/A,1,1150,N/A,N/A,0,N/A,false,false,N/A,N/A,43,56,60,277,"Spi, Eth",1
opnm4j,Naruko Yusa,Grimoire Magic Academy,metal,N/A,1,1386,N/A,N/A,0,N/A,false,false,N/A,N/A,69,56,51,283,"Ato, Mys",1
opnkak,Prune Juice Cookie,Cookie Run,fire,N/A,9,612,N/A,N/A,0,N/A,false,false,N/A,N/A,51,42,41,294,"Spi, Nec",1
opniez,Captain Kate,Valkyrie Crusade,ice,N/A,2,631,N/A,N/A,0,N/A,false,false,N/A,N/A,53,52,60,253,"Mim, Pur",1
opndfs,Keiji Shinogi,Your Turn to Die,earth,N/A,56,1120,N/A,N/A,0,N/A,false,false,N/A,N/A,52,42,51,254,"Sha, Und",1
opmp16,High Priest,Valkyrie Crusade,earth,N/A,0,715,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,48,256,"For, Ser",1
opk8uj,Touka Nishikujou,Rewrite,fire,N/A,3,577,N/A,N/A,0,N/A,false,false,N/A,N/A,46,55,58,274,"Hyp, Bod",1
opjgs4,Growlithe,Pokemon Generation I,ice,N/A,10,1233,N/A,N/A,0,N/A,false,false,N/A,N/A,46,50,56,262,"Har, Mys",1
ophfif,Nightmare Fredbear,Five Nights at Freddy's,earth,N/A,8,525,N/A,N/A,0,N/A,false,false,N/A,N/A,52,55,49,265,"Dru, Rol",1
ophbgj,Michiko Malandro,Michiko to Hatchin,wood,N/A,10,1124,N/A,N/A,0,N/A,false,false,N/A,N/A,48,57,53,288,"Roc, Dra",1
oph7fq,Kirio Nekoyanagi,THE iDOLM@STER SideM,void,N/A,0,1987,N/A,N/A,0,N/A,false,false,N/A,N/A,40,52,50,249,"For, Hel",1
opgvx4,Lumina,Gate of Nightmares,wood,N/A,0,1725,N/A,N/A,0,N/A,false,false,N/A,N/A,54,45,54,244,"For, Roc",1
opgbcu,Momokado Ousuke,Tougen Anki,void,N/A,2,825,N/A,N/A,0,N/A,false,false,N/A,N/A,50,43,53,242,"Rot, Sou",1
opg60y,Nagumo,Sakamoto Days,wood,N/A,57,1376,N/A,N/A,0,N/A,false,false,N/A,N/A,59,45,54,236,"Tri, Ref",1
opg454,Natsuya Kirishima,Free! Dive to the Future,wood,N/A,8,1379,N/A,N/A,0,N/A,false,false,N/A,N/A,46,41,51,260,"Bli, Tau",1
opflri,Baizhi,Wuthering Waves,fire,wuwa,116,886,N/A,N/A,0,N/A,false,false,N/A,N/A,56,50,56,290,"Dra, Cos",1
opfj2c,Koby,One Piece,light,N/A,23,581,N/A,N/A,0,N/A,false,false,N/A,N/A,42,53,60,256,"Bod, Ato",1
opfgl5,Miya Kiryu,Heaven Burns Red,ice,N/A,5,747,N/A,N/A,0,N/A,false,false,N/A,N/A,49,73,54,247,"Rot, Hyp",1
opfeh2,Meroune Lorelei,Monster Musume: Everyday Life with Monster Girls,fire,N/A,15,1515,N/A,N/A,0,N/A,false,false,N/A,N/A,49,41,71,276,"Hel, Und",1
opfciy,Murasame Kusakabe,Assault Lily,wind,N/A,1,515,N/A,N/A,0,N/A,false,false,N/A,N/A,46,43,57,242,"Ato, Hyp",1
opfakk,Orville Elephant,Five Nights at Freddy's,fire,N/A,4,735,N/A,N/A,0,N/A,false,false,N/A,N/A,53,44,60,264,"Dru, Dra",1
opf8n8,Reyna,Valorant,metal,valorant,116,1023,N/A,N/A,0,N/A,false,false,N/A,N/A,51,44,47,298,"Dra, Sha",1
opetic,Haruko Miura,"Fireworks, Should We See It from the Side or the Bottom?",light,N/A,0,106,N/A,N/A,0,N/A,false,false,N/A,N/A,62,58,56,261,"Cos, Ref",1
openv0,Mii-kun,How to Keep a Mummy,fire,N/A,21,830,N/A,N/A,0,N/A,false,false,N/A,N/A,46,57,41,274,"Roc, Hel",1
opeibn,Masafumi Takeuchi,Bokura ga Ita,fire,N/A,3,1974,N/A,N/A,0,N/A,false,false,N/A,N/A,57,46,59,240,"Ref, Dra",1
op90mq,Vinyl Scratch,My Little Pony: Friendship Is Magic,metal,N/A,7,1516,N/A,N/A,0,N/A,false,false,N/A,N/A,44,66,50,234,"Bod, Nec",1
op8tzj,Zhao Yun,Valiant Force,void,N/A,0,1457,N/A,N/A,0,N/A,false,false,N/A,N/A,100,40,58,246,"Vis, Hel",1
op8s6k,Tsumugi Sakakibara,High School Fleet,wind,N/A,1,1580,N/A,N/A,0,N/A,false,false,N/A,N/A,57,59,49,244,"Sha, Tri",1
op8qdf,Bambam,GOT7,void,N/A,28,1809,N/A,N/A,0,N/A,false,false,N/A,N/A,50,49,63,257,"Bod, Wil",1
op8mqf,Haruka Hashida,Blue Period,wind,N/A,32,753,N/A,N/A,0,N/A,false,false,N/A,N/A,42,58,42,244,"Tim, Wil",1
op8ksk,Hakkekkyuu U-1196,Cells at Work! CODE BLACK!,earth,N/A,10,1304,N/A,N/A,0,N/A,false,false,N/A,N/A,58,63,48,246,"Ven, Und",1
op8i9x,Princess Zelina,Pixela Project,ice,N/A,10,850,N/A,N/A,0,N/A,false,false,N/A,N/A,44,42,50,320,"Mys, Sou",1
op8gi9,Grace Shelby,Peaky Blinders,wood,N/A,5,1225,N/A,N/A,0,N/A,false,false,N/A,N/A,53,56,44,266,"Pur, Ven",1
op8ddx,Fumino Serizawa,Mayoi Neko Overrun!,void,N/A,0,1090,N/A,N/A,0,N/A,false,false,N/A,N/A,41,41,100,269,"Rol, Spi",1
op8ate,Alice,Valiant Force,earth,N/A,0,771,N/A,N/A,0,N/A,false,false,N/A,N/A,56,47,46,239,"Tau, Sha",1
op86lq,Angelise Ikaruga Misurugi,Cross Ange: Rondo of Angel and Dragon,light,N/A,8,1702,N/A,N/A,0,N/A,false,false,N/A,N/A,57,45,51,289,"Dra, For",1
op83tt,Nicole Saitou,22/7,void,N/A,2,536,N/A,N/A,0,N/A,false,false,N/A,N/A,54,44,46,264,"Hyp, Eth",1
op80lc,Shadow Breeze,Smile Pretty Cure!,light,N/A,2,1553,N/A,N/A,0,N/A,false,false,N/A,N/A,46,46,60,276,"Roc, Tau",1
op7pr7,Cell Roron,D.Gray-man,earth,N/A,0,922,N/A,N/A,0,N/A,false,false,N/A,N/A,58,43,57,251,"Tri, Ato",1
op4492,Shinjiro Aragaki,Persona 3,void,N/A,15,1497,N/A,N/A,0,N/A,false,false,N/A,N/A,42,48,50,283,"Tim, Bod",1
ooyl97,Uruka's Mother,We Never Learn: BOKUBEN,fire,N/A,0,726,N/A,N/A,0,N/A,false,false,N/A,N/A,46,41,49,274,"Vis, Pur",1
oow90h,Takao,KanColle: Kantai Collection,metal,N/A,4,1118,N/A,N/A,0,N/A,false,false,N/A,N/A,59,44,53,276,"Ato, Rol",1
ooecls,Jet Black,Cowboy Bebop,ice,N/A,22,175,N/A,N/A,0,N/A,false,false,N/A,N/A,52,43,51,262,"Out, Hel",1
on96om,Photographer,Identity V,earth,N/A,31,1622,N/A,N/A,0,N/A,false,false,N/A,N/A,48,41,50,300,"Out, Rot",1
on935n,Matsushiro,Hyouka,light,N/A,2,793,N/A,N/A,0,N/A,false,false,N/A,N/A,40,73,41,263,"Bli, Sha",1
on85aa,Seok Matthew,ZEROBASEONE,ice,N/A,58,1872,N/A,N/A,0,N/A,false,false,N/A,N/A,49,58,49,265,"Tau, Wil",1
omvdc8,Gullveig,Fire Emblem Heroes,earth,N/A,1,1130,N/A,N/A,0,N/A,false,false,N/A,N/A,55,41,48,275,"Wil, Mim",1
omuo91,Flandre Scarlet,Touhou,void,N/A,87,1697,N/A,N/A,0,N/A,false,false,N/A,N/A,55,46,48,258,"Dra, Har",1
omueex,Acheron,Honkai Star Rail,void,hsr,351,1651,N/A,N/A,0,N/A,false,false,N/A,N/A,50,49,45,296,"Pur, Har",1
omu146,Robin,Honkai Star Rail,metal,hsr,203,933,N/A,N/A,0,N/A,false,false,N/A,N/A,55,48,60,272,"Sou, Hol",1
omqttn,Worick Arcangelo,Gangsta.,wood,N/A,26,1515,N/A,N/A,0,N/A,false,false,N/A,N/A,59,53,40,280,"Mys, Ban",1
omqgnj,Jessie,Pokemon People,earth,fav,20,1495,N/A,N/A,0,N/A,false,false,N/A,N/A,43,52,60,252,"Dra, Roc",1
omm4w3,HK416,Girls Frontline,void,N/A,48,1465,N/A,N/A,0,N/A,false,false,N/A,N/A,79,51,41,254,"Har, Dra",1
omlxrx,Shuu Iura,Horimiya,wood,fav,11,1935,N/A,N/A,0,N/A,false,false,N/A,N/A,43,46,45,245,"Ser, Bod",1
omlwjx,Chidori Hyappo,A Centaur's Life,wind,N/A,0,1805,N/A,N/A,0,N/A,false,false,N/A,N/A,41,60,42,268,"Sha, Wil",1
okv4xn,Max Mayfield,Stranger Things,wood,N/A,123,673,N/A,N/A,0,N/A,false,false,N/A,N/A,64,44,50,254,"Out, Pur",1
okoq8j,Changhui Han,Weak Hero,ice,N/A,0,11,N/A,N/A,0,N/A,false,false,N/A,N/A,55,57,55,275,"Rol, Spi",1
okdy70,Ai Hoshino,Oshi no Ko,fire,fav,1109,1183,N/A,N/A,0,N/A,true,false,N/A,N/A,58,66,44,275,"For, Spi",1
okdevf,Neuvillette,Genshin Impact,fire,genshin,454,1967,N/A,N/A,0,N/A,false,false,N/A,N/A,44,54,79,268,"Wil, Dru",1
ok6a5i,Boruto Uzumaki,Boruto: Naruto Next Generations,metal,3d,188,1961,N/A,N/A,0,N/A,false,false,N/A,N/A,41,42,40,251,"Bod, Alm",1
ok4tr9,Miharu,Mushi-Shi,earth,N/A,0,826,N/A,N/A,0,N/A,false,false,N/A,N/A,55,80,52,256,"Tri, Cos",1
